developer,genre,type,rating
Codemasters,"['Racing', 'Simulation', 'Automobile']",multiplayer,E
Blizzard North,"['Role-Playing', 'Action RPG']",multiplayer,M
Blizzard Entertainment,"['Role-Playing', 'Action RPG']",multiplayer,M
Blizzard Entertainment,"['Role-Playing', 'Action RPG']",multiplayer,M
Blizzard Entertainment,"['Role-Playing', 'Action RPG']",multiplayer,M
DESTINYbit,"['Strategy', 'General']",NaN,T
Piranha Games,"['Action', 'Shooter', 'First-Person', 'Modern', 'Arcade']",multiplayer,M
Namco Bandai Games,"['Action', 'Puzzle', 'General', 'Arcade']",singleplayer,E
Prope,"['Action', 'Fighting', '3D']",singleplayer,E10+
Media.Vision,"['Role-Playing', 'Japanese-Style']",multiplayer,T
Bandai,"['Role-Playing', 'Console-style RPG']",multiplayer,E
Vanpool,"['Action', 'General']",singleplayer,E10+
PlayFirst,"['Miscellaneous', 'Puzzle', 'Action', 'General']",multiplayer,E
Capcom,"['Action Adventure', 'Horror']",NaN,M
Uber Entertainment,"['Strategy', 'Management', 'Business / Tycoon']",NaN,T
Climax Entertainment,"['Role-Playing', 'Strategy', 'General']",multiplayer,E
Irem,"['Action Adventure', 'Modern']",singleplayer,T
High Horse Entertainment,"['Sports', 'Team', 'Futuristic']",multiplayer,E
"Terri, Dose, Kitty, and JW","['Puzzle', 'Action', 'General']",singleplayer,NaN
Strategy First,"['Strategy', 'Turn-Based', 'Fantasy', 'General']",multiplayer,T
Strategy First,"['Strategy', 'Turn-Based', 'Fantasy', 'General']",multiplayer,T
Zen Studios,"['Sports', 'Team', 'Futuristic']",multiplayer,E10+
ZA/UM,"['Role-Playing', 'General']",singleplayer,M
Nippon Ichi Software,"['Strategy', 'Turn-Based', 'Tactics']",singleplayer,T
Nippon Ichi Software,"['Strategy', 'Turn-Based', 'Tactics']",singleplayer,T
Arkane Studios,"['Action Adventure', 'General']",singleplayer,M
Arkane Studios,"['Action Adventure', 'Modern', 'General']",NaN,M
Ape Tribe Games,"['Role-Playing', 'Western-Style']",singleplayer,NaN
Blitz Games Studios,"['Action', 'Platformer', '3D']",NaN,E
Gorilla Games,"['Action', 'General', 'Rhythm', 'Music']",NaN,E
Avalanche Software,"['Action Adventure', 'Fantasy', 'General']",NaN,E10+
h.a.n.d. Inc.,"['Simulation', 'Miscellaneous', 'General', 'Virtual', 'Virtual Life']",NaN,E
h.a.n.d. Inc.,"['Simulation', 'Virtual', 'Virtual Life']",NaN,E
Zoe Mode,"['Action', 'Miscellaneous', 'Rhythm', 'Music']",NaN,E
KCEO,"['Sports', 'Alternative', 'Skateboarding']",multiplayer,E
KCEO,"['Sports', 'Traditional', 'Soccer', 'Arcade']",multiplayer,E
Argonaut Games,"['Action', 'General']",singleplayer,E
Zombie Studios,"['Action', 'Action Adventure', 'Adventure', 'General']",multiplayer,E
Avalanche Software,"['Action', 'Platformer', '3D']",NaN,E10+
Avalanche Software,"['Action', 'Shooter', 'Third-Person', 'Fantasy', 'Arcade']",singleplayer,E10+
Capcom,"['Action', 'General']",singleplayer,E
Buena Vista Games,"['Action Adventure', 'Sci-Fi', 'General']",singleplayer,E10+
Ubisoft,"['Action', ""Beat-'Em-Up""]",singleplayer,E
Disney Interactive Studios,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Fantasy']",multiplayer,E
Heavy Iron Studios,"['Action', 'Platformer', '3D']",multiplayer,E
Asobo Studio,"['Action', 'Platformer', '3D']",multiplayer,E
Avalanche Software,"['Action', 'General']",singleplayer,E10+
Team Ninja,"['Action', 'Fighting', '3D']",multiplayer,T
Larian Studios Games,"['Role-Playing', 'Action RPG']",NaN,M
Larian Studios Games,"['Role-Playing', 'Miscellaneous', 'Action RPG', 'Compilation']",NaN,M
Larian Studios Games,"['Role-Playing', 'Western-Style']",multiplayer,M
Ninja Theory,"['Action', 'General', 'Action Adventure', 'Fantasy', 'Linear']",singleplayer,M
Ninja Theory,"['Fantasy', 'Action Adventure', 'General', 'Linear']",singleplayer,M
Alawar Premium,"['Simulation', 'General']",singleplayer,E
MTO,"['Miscellaneous', 'Virtual Life']",multiplayer,E
Sting,"['Role-Playing', 'General']",multiplayer,E10+
Team Salvato,"['Adventure', 'Visual Novel']",singleplayer,M
SCEA,"['General', 'Miscellaneous']",NaN,E10+
Venom Games,"['Sports', 'Traditional', 'Individual', 'Boxing', 'Combat', 'Boxing / Martial Arts']",multiplayer,T
Klei Entertainment,"['Action Adventure', 'Fantasy', 'General', 'Sandbox']",singleplayer,NaN
Klei Entertainment,"['Action Adventure', 'Fantasy', 'General', 'Sandbox']",NaN,T
Retro Studios,"['Action', 'Platformer', '2D']",singleplayer,E
Ben Esposito,"['Action Adventure', 'General']",singleplayer,NaN
David A. Palmer Productions,"['Action', 'Shooter', 'First-Person', 'Sci-Fi']",NaN,T
KillHouse Games,"['Modern', 'Strategy', 'Real-Time', 'General', 'Tactics']",multiplayer,NaN
Valve Software,"['General', 'Fantasy', 'MOBA', 'Strategy', 'Real-Time']",multiplayer,NaN
13AM Games,"['Action', 'Platformer', '2D']",singleplayer,E10+
Yuke's,"['Action', 'Sports', 'General', 'Team', 'Other']",multiplayer,E
Headbang Club,"['Shooter', ""Shoot-'Em-Up"", 'Horizontal', 'Action', 'Rhythm', 'Music']",singleplayer,NaN
3rd Eye Studios Oy LTD,"['Adventure', '3D', 'First-Person']",multiplayer,T
Moppin,"['Action', 'General']",singleplayer,E10+
Nintendo,"['Miscellaneous', 'Edutainment']",NaN,NaN
Intelligent Systems,"['Miscellaneous', 'Puzzle', 'Matching']",multiplayer,E
Midway,"['Action', 'Platformer', '3D']",singleplayer,T
Success,"['Miscellaneous', 'Puzzle', 'Logic']",singleplayer,E
Canal+ Multimedia,"['Adventure', 'First-Person', 'Point-and-Click', 'Modern', 'Fantasy']",singleplayer,M
Dimps Corporation,"['Action', 'Fighting', '2D']",multiplayer,E10+
BioWare,"['Role-Playing', 'PC-style RPG', 'Action RPG']",singleplayer,M
BioWare,"['Role-Playing', 'PC-style RPG', 'Action RPG']",NaN,M
BioWare,"['PC-style RPG', 'Role-Playing', 'General', 'Action RPG', 'Western-Style']",multiplayer,M
BioWare,"['Role-Playing', 'PC-style RPG', 'Western-Style']",singleplayer,M
Arc System Works,"['Action', 'Fighting', '2D']",multiplayer,T
Pyramid,"['Miscellaneous', 'Compilation']",singleplayer,T
Artdink,"['Action', 'Fighting', '3D']",multiplayer,T
Dimps Corporation,"['Action', 'Fighting', '3D']",multiplayer,T
Dimps Corporation,"['Action', 'Fighting', '3D']",multiplayer,T
Dimps Corporation,"['Action', 'Fighting', '3D']",multiplayer,T
Dimps Corporation,"['Action', 'Fighting', '3D']",multiplayer,T
CyberConnect2,"['Role-Playing', 'Action RPG']",singleplayer,T
CyberConnect2,"['Role-Playing', 'Action RPG']",singleplayer,T
Arc System Works,"['Action', 'Fighting', '2D']",multiplayer,T
Game Republic,"['Action', 'Action Adventure', 'General']",NaN,T
Spike,"['Action', 'Fighting', '3D']",multiplayer,T
Spike,"['Action', 'Fighting', '3D']",multiplayer,T
Dimps Corporation,"['Action', 'Fighting', '3D']",multiplayer,T
Square Enix,"['Action Adventure', 'Sandbox']",singleplayer,E10+
Omega Force,"['Action Adventure', 'Sandbox']",multiplayer,E10+
Omega Force,"['2D', 'Action', ""Beat-'Em-Up"", '3D']",NaN,T
Square Enix,"['Role-Playing', 'Japanese-Style']",singleplayer,T
TOSE,"['Role-Playing', 'General', 'Trainer']",multiplayer,E10+
TOSE,"['Role-Playing', 'Console-style RPG', 'Japanese-Style', 'Trainer']",multiplayer,E
Level 5,"['Role-Playing', 'Console-style RPG']",singleplayer,T
Square Enix,"['Role-Playing', 'Japanese-Style']",singleplayer,T
Compile Heart,"['Role-Playing', 'Action Adventure', 'General', 'Japanese-Style']",singleplayer,T
Vanillaware,"['Action RPG', 'Action', 'Role-Playing', ""Beat-'Em-Up"", '2D']",multiplayer,T
Capcom,"['Action', 'Role-Playing', 'General', 'Action RPG']",singleplayer,M
Capcom,"['Role-Playing', 'Action RPG']",singleplayer,M
Surreal Software,"['Action Adventure', 'Fantasy']",singleplayer,M
Cavia Inc.,"['Role-Playing', 'Action RPG']",singleplayer,M
5TH Cell,"['Miscellaneous', 'Action Adventure', 'Puzzle', 'General', 'Sandbox']",NaN,E
Digital Continue,"['Action Adventure', 'Sandbox']",singleplayer,NaN
Zen Studios,"['Action', 'Role-Playing', 'General', 'Roguelike']",singleplayer,E10+
Digital Happiness,"['Action Adventure', 'Horror', 'Survival']",singleplayer,M
PlayFirst,"['Miscellaneous', 'Puzzle', 'Hidden Object', 'General']",NaN,E
TopWare Interactive,"['Action', 'Miscellaneous', 'Parlor', 'Pinball']",singleplayer,E10+
Vicarious Visions,"['Action', 'Platformer', '3D', '2D']",singleplayer,E10+
THQ,"['Action', 'General']",singleplayer,E10+
Artificial Mind and Movement,"['Action', 'General']",NaN,E10+
Xpec,"['Action', 'General']",NaN,E10+
Amaze Entertainment,"['Action', 'General']",multiplayer,E10+
Red Thread Games,"['Adventure', '3D', 'Third-Person']",NaN,NaN
Mindware Studios,"['Action', 'Shooter', 'First-Person', 'Fantasy', 'Arcade']",NaN,M
Afterburner Studios,"['Role-Playing', 'Action RPG']",NaN,NaN
Instant Kingdom,"['Role-Playing', 'General']",singleplayer,NaN
Game Freak,"['Action', 'Platformer', '2D']",singleplayer,E
Evolution Studios,"['GT / Street', 'Driving', 'Racing', 'Simulation', 'Automobile']",multiplayer,E
Evolution Studios,"['Racing', 'Simulation', 'Automobile']",multiplayer,E
Bam Entertainment,"['Driving', 'Racing', 'Formula One']",NaN,T
Sennari Interactive,"['Driving', 'Mission-based']",multiplayer,T
Reflections Interactive,"['Driving', 'Mission-based']",singleplayer,M
Ubisoft,"['Driving', 'Racing', 'Mission-based', 'Arcade', 'Automobile']",NaN,M
Ubisoft Reflections,"['Driving', 'Racing', 'Mission-based', 'Arcade', 'Automobile']",multiplayer,T
Escape,"['Driving', 'Racing', 'GT / Street']",multiplayer,E
Blitz Arcade,"['Miscellaneous', 'Puzzle', 'General']",NaN,E
Paleo Entertainment,"['Action', 'Shooter', 'First-Person', 'Sci-Fi']",NaN,NaN
Metro3D,"['Action', 'Fighting', '2D']",multiplayer,M
Attention To Detail,"['Driving', 'Racing', 'Simulation', 'Motorcycle', 'Automobile', 'Street']",multiplayer,E
Eurocom Entertainment Software,"['Action', 'Shooter', 'First-Person', 'Sci-Fi']",multiplayer,M
Torus Games,"['Action', 'Shooter', 'First-Person', 'Sci-Fi']",multiplayer,T
Sunstorm Interactive,"['Action', 'Shooter', 'Platformer', 'Scrolling', '2D', ""Shoot-'Em-Up"", 'Horizontal']",singleplayer,M
Trendy Entertainment,"['Role-Playing', 'Action RPG']",NaN,E10+
Amble,"['Role-Playing', 'General']",multiplayer,E10+
Cube Roots,"['Miscellaneous', 'Puzzle', 'Matching']",NaN,NaN
Ubisoft,"['Role-Playing', 'Action RPG']",multiplayer,T
Global A,"['Role-Playing', 'Action RPG']",singleplayer,E10+
NCSOFT,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Fantasy']",multiplayer,T
Gas Powered Games,"['Role-Playing', 'Action RPG']",multiplayer,M
Mad Doc Software,"['Role-Playing', 'Action RPG']",NaN,T
SuperVillain Studios,"['Role-Playing', 'Action RPG']",multiplayer,T
Hydravision,"['Strategy', 'Turn-Based', 'Fantasy', 'General']",NaN,T
Critical Studio,"['Action', 'General']",NaN,RP
Realmforge Studios,"['Strategy', 'General']",NaN,M
Kuju Entertainment,"['Strategy', 'Turn-Based', 'Fantasy', 'General']",multiplayer,T
Iron Galaxy Studios,"['Action', 'Miscellaneous', ""Beat-'Em-Up"", 'Compilation']",multiplayer,T
Bedlam Games,"['Role-Playing', 'Strategy', 'Action RPG', 'General']",NaN,T
Tuque Games,"['Role-Playing', 'General']",multiplayer,M
Kalypso,"['Strategy', 'General']",multiplayer,T
Misfits Attic,"['Strategy', 'General']",singleplayer,NaN
Hitbox ,"['Action', 'Platformer', '2D']",NaN,E10+
PD Design Studio Pte Ltd,"['Action', 'Platformer', '2D']",singleplayer,NaN
Techland,"['Horror', 'Action Adventure', 'Survival']",NaN,M
Techland,"['Action Adventure', 'Survival']",NaN,M
Koei,"['Action', ""Beat-'Em-Up"", 'Fighting', '3D']",singleplayer,T
Omega Force,"['Action', ""Beat-'Em-Up""]",multiplayer,T
Omega Force,"['Action', ""Beat-'Em-Up"", '3D']",multiplayer,T
Omega Force,"['Action', ""Beat-'Em-Up""]",multiplayer,T
Omega Force,"['Action', ""Beat-'Em-Up"", '3D']",singleplayer,T
Omega Force,"['Action', ""Beat-'Em-Up"", '3D']",singleplayer,T
Omega Force,"['Action', ""Beat-'Em-Up"", '3D']",multiplayer,T
Omega Force,"['Action', ""Beat-'Em-Up"", '3D']",multiplayer,T
Omega Force,"['Action Adventure', 'Open-World', 'Action', ""Beat-'Em-Up"", '3D']",singleplayer,T
Koei,"['Action', ""Beat-'Em-Up"", '3D']",multiplayer,T
Omega Force,"['Strategy', 'Turn-Based', 'Tactics']",NaN,T
Koei,"['Action', ""Beat-'Em-Up"", '3D']",singleplayer,T
Omega Force,"['Action', ""Beat-'Em-Up"", '2D', '3D']",NaN,T
Omega Force,"['Action', ""Beat-'Em-Up"", '3D']",multiplayer,T
Owlchemy Labs,"['Adventure', 'General']",NaN,NaN
Raspina Studio,"['Action', 'Shooter', 'First-Person', 'Arcade']",NaN,NaN
EA Canada,"['Sports', 'Miscellaneous', 'General', 'Exercise / Fitness']",NaN,E
EA Canada,"['Sports', 'Miscellaneous', 'General', 'Exercise / Fitness']",multiplayer,E
EA Sports,"['General', 'Sports', 'Individual', 'Combat', 'Boxing / Martial Arts']",multiplayer,T
EA Sports,"['Sports', 'Individual', 'Combat', 'Boxing / Martial Arts']",multiplayer,T
Live Wire Films,"['Action Adventure', 'Open-World']",singleplayer,NaN
Yuke's,"['Action Adventure', 'Sci-Fi']",singleplayer,T
Visual Concepts,"['Sports', 'Traditional', 'Basketball', 'Sim']",multiplayer,E
Visual Concepts,"['Sports', 'Traditional', 'Basketball', 'Sim']",multiplayer,E
KCEO,"['Sports', 'Olympic Sports']",NaN,E
Konami,"['Sports', 'Traditional', 'Soccer', 'Sim']",multiplayer,E
Visual Concepts,"['Sports', 'Traditional', 'Basketball', 'Sim']",multiplayer,E
Visual Concepts,"['Sports', 'Traditional', 'Basketball', 'Sim']",multiplayer,E
Visual Concepts,"['Sports', 'Traditional', 'Football', 'Sim']",multiplayer,E
Visual Concepts,"['Sports', 'Traditional', 'Football', 'Sim']",multiplayer,E
Kush Games,"['Sports', 'Traditional', 'Ice Hockey', 'Sim']",multiplayer,E
Kush Games,"['Sports', 'Traditional', 'Ice Hockey', 'Sim']",multiplayer,E
Konami,"['Sports', 'Alternative', 'Snowboarding']",multiplayer,E
Konami,"['Sports', 'Alternative', 'Snowboarding']",NaN,T
White Paper Games,"['General', 'Adventure', '3D', 'First-Person']",NaN,E10+
CCP,"['Role-Playing', 'Miscellaneous', 'Massively Multiplayer Online', 'Compilation', 'Sci-Fi']",multiplayer,T
David OReilly,"['Action Adventure', 'Adventure', 'General']",singleplayer,E
Telenet Japan,"['Sports', 'Traditional', 'Golf', 'Sim']",multiplayer,E10+
Ubisoft Montreal,"['Action', 'Simulation', 'Flight', 'General', 'Combat']",multiplayer,E10+
Zuxxez,"['Strategy', 'Real-Time', 'Sci-Fi', 'General', 'Command']",multiplayer,T
TopWare Interactive,"['Strategy', 'General']",NaN,T
Pixel Perfex,"['Action', 'Shooter', ""Shoot-'Em-Up"", 'Horizontal']",singleplayer,E
Sandlot,"['Shooter', 'Sci-Fi', 'Action', 'Third-Person', 'Arcade']",multiplayer,M
Vicious Cycle,"['Action', 'Shooter', 'Third-Person', 'Sci-Fi', 'Arcade']",NaN,T
cleaversoft,"['Action', 'Platformer', '2D']",singleplayer,E10+
Holospark,"['Action', 'Shooter', 'First-Person', 'Tactical']",multiplayer,T
Gameloft,"['Action', 'Platformer', '2D']",singleplayer,E10+
Nitro Games,"['Action Adventure', 'Historic', 'General']",multiplayer,T
Appaloosa Interactive,"['Action Adventure', 'Fantasy']",NaN,E
Kheops Studio,"['Adventure', '3D', 'Modern', 'Third-Person']",singleplayer,E
White Elk,"['Adventure', 'General', '3D', 'First-Person']",singleplayer,T
Daedalic Entertainment,"['Adventure', 'General', 'Point-and-Click']",singleplayer,NaN
Daedalic Entertainment,"['Adventure', 'General', 'Point-and-Click']",singleplayer,NaN
Kemco,"['Miscellaneous', 'Puzzle', 'General']",multiplayer,E
Honig Studios,"['Action Adventure', 'General', 'Linear']",singleplayer,NaN
NaN,NaN,NaN,NaN
Fallen Flag Studio,"['Action Adventure', 'General', 'Role-Playing', 'Action RPG']",NaN,NaN
Konami,"['Action', 'General']",singleplayer,E
Konami,"['Adventure', '3D', 'Fantasy', 'Third-Person']",multiplayer,E
indieszero,"['Action', 'Miscellaneous', 'Rhythm', 'Music Maker', 'Application', 'Music']",singleplayer,E
Sixth Vowel,"['Strategy', 'Turn-Based', 'Tactics']",singleplayer,T
i-illusions,"['Action', 'Platformer', '2D']",NaN,NaN
Frozen Codebase,"['Action', 'Strategy', 'General']",multiplayer,T
Lesta Studio,"['Strategy', 'Real-Time', 'Military']",NaN,T
Piranha Bytes,"['Role-Playing', 'Western-Style']",singleplayer,M
Frontier Developments,"['Sci-Fi', 'Large Spaceship', 'Simulation', 'Space', 'Civilian']",NaN,T
Frontier Developments,"['Simulation', 'Space', 'Civilian']",multiplayer,NaN
Bandana Kid,"['Action', 'Action Adventure', 'Platformer', 'Linear', '3D']",singleplayer,E
Erik Svedang,"['Role-Playing', 'General']",singleplayer,NaN
Creative Bytes,"['Action', 'General']",NaN,E
machineboy,"['Adventure', 'Puzzle', 'Action', '3D', 'Third-Person']",singleplayer,T
TopWare Interactive,"['Strategy', 'General']",singleplayer,E
Westwood Studios,"['Strategy', 'Real-Time', 'Sci-Fi', 'General']",multiplayer,T
Romero Games Ltd.,"['Action Adventure', 'General']",singleplayer,M
Creative Assembly,"['Strategy', 'Real-Time', 'Historic', 'General']",multiplayer,T
From Software,"['Role-Playing', 'Console-style RPG', 'General', 'Japanese-Style']",multiplayer,T
Starbreeze,"['Action Adventure', 'Fantasy', 'General']",singleplayer,M
Avaria,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Fantasy']",multiplayer,T
Arika,"['Adventure', 'General', '3D', 'Third-Person']",singleplayer,E
Razorworks,"['Simulation', 'Flight', 'Helicopter', 'Combat', 'Civilian']",multiplayer,T
CI Games,"['Action', 'Shooter', 'First-Person', 'Tactical', 'Historic']",NaN,M
Splash Damage,"['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",multiplayer,T
Ninja Theory,"['Action Adventure', 'Modern', 'General']",singleplayer,T
Ninja Theory,"['Action Adventure', 'Modern', 'General']",NaN,T
Dodge Roll,"['Action', 'General', 'Shooter', ""Shoot-'Em-Up"", 'Top-Down']",singleplayer,T
Shiny Entertainment,"['Action', 'Shooter', 'Third-Person', 'Sci-Fi']",singleplayer,T
Konami,"['Driving', 'Racing', 'GT / Street']",multiplayer,E
Amaze Entertainment,"['Role-Playing', 'Console-style RPG']",singleplayer,E10+
Fun Bits,"['Miscellaneous', 'Puzzle', 'Action', 'General']",NaN,T
Spike,"['Action Adventure', 'Horror', 'Survival']",singleplayer,M
LucasArts,"['Adventure', '3D', 'Fantasy', 'Third-Person']",singleplayer,T
Digital Lode,"['Action', 'Shooter', 'Light Gun']",singleplayer,M
Deconstructeam,"['Action', 'General', 'Miscellaneous', 'Compilation']",singleplayer,NaN
Tri-Crescendo,"['Role-Playing', 'Console-style RPG', 'Japanese-Style']",singleplayer,T
Void Studios,"['Role-Playing', 'Action RPG']",singleplayer,NaN
Altered Matter,"['Action', 'Adventure', 'Platformer', 'First-Person', 'Third-Person', '3D']",singleplayer,E
Nival Interactive,"['Strategy', 'Turn-Based', 'General']",multiplayer,T
SCS Software,"['Simulation', 'General', 'Vehicle', 'Civilian']",singleplayer,NaN
Rage Software,"['Simulation', 'Flight', 'Modern Jet', 'Combat']",multiplayer,E
Paradox Development Studio,"['Strategy', 'Real-Time', 'Historic', 'General']",NaN,E
Sony Online Entertainment,"['Role-Playing', 'Massively Multiplayer Online', 'Fantasy']",multiplayer,T
Sony Online Entertainment,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Fantasy']",multiplayer,T
Sony Online Entertainment,"['Role-Playing', 'Massively Multiplayer Online', 'Massively Multiplayer', 'Fantasy']",NaN,T
Chris Nordgren,"['Action Adventure', 'Linear']",singleplayer,NaN
Backbone Entertainment,"['Action', 'Shooter', 'Static', ""Shoot-'Em-Up"", 'Top-Down']",singleplayer,E
Lexis Numerique,"['Adventure', 'General']",singleplayer,M
VIS Entertainment,"['Action Adventure', 'Horror']",singleplayer,M
Rebellion,"['Strategy', 'Real-Time', 'General']",singleplayer,T
Turtle Rock Studios,"['Action', 'Shooter', 'First-Person', 'Sci-Fi', 'Arcade']",NaN,M
Monster Games Inc.,"['Driving', 'Racing', 'Arcade', 'Automobile']",singleplayer,E
Dodge Roll,"['Action', 'Platformer', '2D']",singleplayer,E10+
